Periode,Année,Mois,Production totale brute d'electricite (en GWh),Production totale nette d'electricite (en GWh),Production brute d'electricite primaire (en GWh),Production nette d'electricite primaire (en GWh),Production brute d'electricite nucleaire (en GWh),Production nette d'electricite nucleaire (en GWh),Production brute d'electricite hydraulique (en GWh),Production nette d'electricite hydraulique (en GWh),Production brute d'electricite eolienne (en GWh),Production nette d'electricite eolienne (en GWh),Production brute d'electricite photovoltaeque (en GWh),Production nette d'electricite photovoltaeque (en GWh),Production brute d'electricite thermique (en GWh),Production nette d'electricite thermique (en GWh),electricite absorbee pour les pompages (en GWh),Total des importations physiques d'electricite (en GWh),Total des exportations physiques d'electricite (en GWh),Energie appelee reelle yc pertes (consommation calculee yc pertes) (en GWh),Livraisons en basse tension (BT : FC + Corse) (en GWh),Livraisons en moyenne tension (MT : FC + Corse) (en GWh),Livraisons en haute tension (en GWh),Energie appelee reelle yc pertes corrigee du climat (en GWh),Livraisons en basse tension corrigees du climat (en GWh),Livraisons en moyenne tension corrigees du climat (en GWh),Consommation d'electricite primaire (en GWh),Consommation d'electricite primaire corrigee du climat (en GWh),Puissance maximale appelee (en GW),Indice de rigueur climatique pour la France metropolitaine (ref.1 pour la periode 1986-2015) (sans unite)
X1997.06.01,1997,6,37238.59,35607.00,35189.61,33674.00,29169.88,27728.00, 6019.73, 5946.00,    0.00,    0.00,    0.00,    0.00, 2048.98, 1933.00,  478.00,  267.00, 5361.00,30035.00,10668.00, 7508.00, 9153.00,30035.00,10668.00, 7508.00,28102.00,28102.00,   50.80,    1.00
juil.97,1997,7,38490.671,36826.000,36890.071,35316.000,30181.909,28690.000, 6708.162, 6626.000,    0.000,    0.000,    0.000,    0.000, 1600.600, 1510.000,  423.000,  307.000, 5340.000,31370.000,11284.000, 7374.000, 9927.000,31370.000,11284.000, 7374.000,29860.000,29860.000,   51.300,    1.000
aoet.97,1997,8,36238.434,34625.000,34557.274,33039.000,29449.716,27994.000, 5107.558, 5045.000,    0.000,    0.000,    0.000,    0.000, 1681.160, 1586.000,  365.000,  328.000, 5487.000,29101.000,10970.000, 6299.000, 9131.000,29101.000,10970.000, 6299.000,27515.000,27515.000,   49.300,    1.000
sept.97,1997,9,37673.359,35964.000,35031.839,33472.000,30411.245,28908.000, 4620.594, 4564.000,    0.000,    0.000,    0.000,    0.000, 2641.520, 2492.000,  406.000,  258.000, 5617.000,30199.000,10831.000, 7422.000, 9267.000,30199.000,10831.000, 7422.000,27707.000,27707.000,   50.100,    1.000
oct.97,1997,10,43116.012644,41123.000000,38877.072644,37124.000000,34341.520644,32644.000000, 4535.552000, 4480.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4238.940000, 3999.000000,  563.000000,  230.000000, 6193.000000,34597.000000,13607.000000, 8097.000000, 9454.000000,33549.039979,12732.160842, 8028.048125,30598.000000,29386.495196,   61.900000,    1.171777
nov.97,1997,11,4.453816e+04,4.248900e+04,3.996850e+04,3.817800e+04,3.498850e+04,3.325900e+04,4.979996e+03,4.919000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.569660e+03,4.311000e+03,3.930000e+02,3.090000e+02,6.245000e+03,3.616000e+04,1.704300e+04,7.377000e+03,8.001000e+03,3.694630e+04,1.771296e+04,7.412043e+03,3.184900e+04,3.258856e+04,6.190000e+01,9.054426e-01
dec.97,1997,12,4.849596e+04,4.630500e+04,4.307194e+04,4.118800e+04,3.647919e+04,3.467600e+04,6.592749e+03,6.512000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.424020e+03,5.117000e+03,4.020000e+02,5.310000e+02,6.202000e+03,4.023200e+04,2.096000e+04,7.291000e+03,7.825000e+03,4.095888e+04,2.158530e+04,7.317497e+03,3.511500e+04,3.573614e+04,6.700000e+01,9.275783e-01
janv.98,1998,1,5.094992e+04,4.866000e+04,4.581740e+04,4.381800e+04,3.886829e+04,3.695400e+04,6.949114e+03,6.864000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.132520e+03,4.842000e+03,4.960000e+02,2.420000e+02,6.771000e+03,4.163500e+04,2.126100e+04,7.864000e+03,7.825000e+03,4.235441e+04,2.187190e+04,7.891552e+03,3.679300e+04,3.742011e+04,6.810000e+01,9.301728e-01
fevr.98,1998,2,4.518664e+04,4.311900e+04,4.050038e+04,3.869800e+04,3.530373e+04,3.356500e+04,5.196649e+03,5.133000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.686260e+03,4.421000e+03,3.220000e+02,2.480000e+02,6.203000e+03,3.684200e+04,1.805700e+04,7.475000e+03,7.328000e+03,3.782939e+04,1.889595e+04,7.516716e+03,3.242100e+04,3.330830e+04,6.780000e+01,8.890038e-01
X1998.03.01,1998,3,4.697841e+04,4.481600e+04,4.130847e+04,3.946700e+04,3.609259e+04,3.431500e+04,5.215885e+03,5.152000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.669940e+03,5.349000e+03,4.300000e+02,2.020000e+02,6.953000e+03,3.763500e+04,1.726800e+04,7.966000e+03,8.330000e+03,3.807088e+04,1.763591e+04,7.986827e+03,3.228600e+04,3.269524e+04,6.180000e+01,9.478471e-01
avr.98,1998,4,43478.560768,41528.000000,37818.160768,36188.000000,31537.231168,29984.000000, 6280.929600, 6204.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5660.400000, 5340.000000,  430.000000,  262.000000, 5809.000000,35551.000000,15818.000000, 7583.000000, 8687.000000,34633.020429,15038.270745, 7534.169482,30211.000000,29299.498542,   60.800000,    1.129624
X1998.05.01,1998,5,3.953490e+04,3.780500e+04,3.634324e+04,3.479400e+04,2.983857e+04,2.836900e+04,6.504670e+03,6.425000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.191660e+03,3.011000e+03,4.560000e+02,2.260000e+02,5.966000e+03,3.160900e+04,1.194300e+04,7.189000e+03,9.397000e+03,3.317355e+04,1.326445e+04,7.279653e+03,2.859800e+04,3.041609e+04,5.520000e+01,7.509416e-01
X1998.06.01,1998,6,38092.651,36428.000,34960.351,33473.000,28623.740,27214.000, 6336.612, 6259.000,    0.000,    0.000,    0.000,    0.000, 3132.300, 2955.000,  460.000,  178.000, 5296.000,30850.000,11262.000, 7564.000, 9361.000,30850.000,11262.000, 7564.000,27895.000,27895.000,   51.900,    1.000
juil.98,1998,7,37705.680,35981.000,33629.980,32136.000,29243.251,27803.000, 4386.729, 4333.000,    0.000,    0.000,    0.000,    0.000, 4075.700, 3845.000,  546.000,  396.000, 3810.000,32021.000,11665.000, 7698.000, 9984.000,32021.000,11665.000, 7698.000,28176.000,28176.000,   52.600,    1.000
aoet.98,1998,8,32223.88,30742.00,29183.80,27874.00,25737.59,24470.00, 3446.21, 3404.00,    0.00,    0.00,    0.00,    0.00, 3040.08, 2868.00,  391.00,  798.00, 2281.00,28868.00,11367.00, 6423.00, 8524.00,28868.00,11367.00, 6423.00,26000.00,26000.00,   48.80,    1.00
sept.98,1998,9,36261.543,34602.000,32945.863,31474.000,28871.965,27450.000, 4073.898, 4024.000,    0.000,    0.000,    0.000,    0.000, 3315.680, 3128.000,  460.000,  556.000, 3727.000,30971.000,11608.000, 7687.000, 8904.000,30971.000,11608.000, 7687.000,27843.000,27843.000,   52.100,    1.000
oct.98,1998,10,42907.458902,40996.000000,39345.858902,37636.000000,33185.404902,31551.000000, 6160.454000, 6085.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3561.600000, 3360.000000,  615.000000,  318.000000, 5229.000000,35470.000000,14697.000000, 8116.000000, 9155.000000,34462.307381,13850.343239, 8054.454966,32110.000000,30973.956960,   58.500000,    1.152822
nov.98,1998,11,46772.567596,44663.000000,40730.567596,38963.000000,34286.641596,32598.000000, 6443.926000, 6365.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6042.000000, 5700.000000,  493.000000,  423.000000, 5128.000000,39465.000000,19540.000000, 7720.000000, 8130.000000,36805.203780,17279.079468, 7595.764363,33765.000000,31307.128456,   69.000000,    1.327118
dec.98,1998,12,49927.269854,47615.000000,41615.809854,39774.000000,36000.027054,34227.000000, 5615.782800, 5547.000000,    0.000000,    0.000000,    0.000000,    0.000000, 8311.460000, 7841.000000,  457.000000,  741.000000, 4979.000000,42920.000000,22641.000000, 7926.000000, 7723.000000,42733.033025,22481.236645, 7918.965464,35079.000000,34930.061295,   68.700000,    1.017766
janv.99,1999,1,4.962988e+04,4.746100e+04,4.331970e+04,4.150800e+04,3.801270e+04,3.626600e+04,5.307001e+03,5.242000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.310180e+03,5.953000e+03,5.990000e+02,6.090000e+02,5.610000e+03,4.186100e+04,2.149100e+04,8.209000e+03,7.894000e+03,4.316129e+04,2.260775e+04,8.260002e+03,3.590800e+04,3.700475e+04,7.100000e+01,8.765085e-01
fevr.99,1999,2,46535.548400,44550.000000,39966.728400,38353.000000,33607.844000,32072.000000, 6358.884400, 6281.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6568.820000, 6197.000000,  413.000000,  518.000000, 5546.000000,39109.000000,20357.000000, 7486.000000, 7206.000000,38858.707735,20142.636463, 7476.054718,32912.000000,32703.178212,   68.500000,    1.026606
X1999.03.01,1999,3,46571.703600,44471.000000,41492.183600,39679.000000,34512.698000,32785.000000, 6979.485600, 6894.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5079.520000, 4792.000000,  394.000000,  421.000000, 6185.000000,38313.000000,17947.000000, 8178.000000, 8164.000000,38911.512783,18454.445267, 8206.205944,33521.000000,34083.317134,   60.700000,    0.931257
avr.99,1999,4,4.335494e+04,4.145000e+04,4.013784e+04,3.841500e+04,3.346713e+04,3.182600e+04,6.670704e+03,6.589000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.217100e+03,3.035000e+03,4.500000e+02,2.480000e+02,5.923000e+03,3.532500e+04,1.542300e+04,7.624000e+03,8.853000e+03,3.569488e+04,1.573790e+04,7.643116e+03,3.229000e+04,3.268236e+04,6.160000e+01,9.499776e-01
X1999.05.01,1999,5,38953.718000,37242.000000,36870.818000,35277.000000,28295.790000,26807.000000, 8575.028000, 8470.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2082.900000, 1965.000000,  663.000000,  244.000000, 5269.000000,31554.000000,12285.000000, 7227.000000, 9162.000000,34731.032803,15004.528617, 7394.529715,29589.000000,33199.376138,   52.400000,    0.546882
X1999.06.01,1999,6,38246.449,36525.000,35783.009,34201.000,28591.932,27098.000, 7191.077, 7103.000,    0.000,    0.000,    0.000,    0.000, 2463.440, 2324.000,  507.000,  392.000, 4878.000,31532.000,11766.000, 7736.000, 9311.000,31532.000,11766.000, 7736.000,29208.000,29208.000,   52.400,    1.000
juil.99,1999,7,40125.470,38257.000,37375.830,35663.000,31542.381,29901.000, 5833.449, 5762.000,    0.000,    0.000,    0.000,    0.000, 2749.640, 2594.000,  552.000,  360.000, 5442.000,32623.000,12131.000, 7762.000, 9944.000,32623.000,12131.000, 7762.000,30029.000,30029.000,   53.100,    1.000
aoet.99,1999,8,37335.694,35631.000,35268.694,33681.000,30241.116,28715.000, 5027.578, 4966.000,    0.000,    0.000,    0.000,    0.000, 2067.000, 1950.000,  504.000,  442.000, 5922.000,29647.000,11539.000, 6619.000, 8927.000,29647.000,11539.000, 6619.000,27697.000,27697.000,   51.300,    1.000
sept.99,1999,9,39555.780,37723.000,36321.720,34672.000,31274.906,29687.000, 5046.814, 4985.000,    0.000,    0.000,    0.000,    0.000, 3234.060, 3051.000,  486.000,  539.000, 5979.000,31797.000,11844.000, 7923.000, 9293.000,31797.000,11844.000, 7923.000,28746.000,28746.000,   53.200,    1.000
oct.99,1999,10,43910.084800,41988.000000,40087.724800,38382.000000,33702.518000,32075.000000, 6385.206800, 6307.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3822.360000, 3606.000000,  643.000000,  353.000000, 6064.000000,35634.000000,14752.000000, 8119.000000, 9441.000000,35327.748559,14492.435202, 8100.863822,32028.000000,31687.479415,   59.900000,    1.044776
nov.99,1999,11,47663.217600,45654.000000,41287.317600,39639.000000,34485.002000,32920.000000, 6802.315600, 6719.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6375.900000, 6015.000000,  486.000000,  410.000000, 5547.000000,40031.000000,19518.000000, 7788.000000, 8731.000000,38395.261756,18119.861934, 7713.601804,34016.000000,32510.866669,   67.500000,    1.192901
dec.99,1999,12,5.162594e+04,4.935400e+04,4.397698e+04,4.213800e+04,3.650951e+04,3.476200e+04,7.467462e+03,7.376000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.648960e+03,7.216000e+03,6.010000e+02,4.290000e+02,5.743000e+03,4.343900e+04,2.268600e+04,7.800000e+03,8.594000e+03,4.362193e+04,2.284383e+04,7.806742e+03,3.622300e+04,3.637379e+04,7.190000e+01,9.827268e-01
janv.00,2000,1,52435.198200,50126.000000,43859.798200,42036.000000,38050.647000,36298.000000, 5809.151200, 5738.000000,    0.000000,    0.000000,    0.000000,    0.000000, 8575.400000, 8090.000000,  565.000000,  695.000000, 4732.000000,45524.000000,23854.000000, 8505.000000, 8749.000000,45101.987164,23489.394036, 8488.529968,37434.000000,37088.583206,   72.400000,    1.038805
fevr.00,2000,2,4.798156e+04,4.588000e+04,4.101630e+04,3.930900e+04,3.533674e+04,3.369900e+04,5.679564e+03,5.610000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.965260e+03,6.571000e+03,6.640000e+02,3.000000e+02,5.488000e+03,4.002800e+04,1.946500e+04,8.291000e+03,8.415000e+03,4.154998e+04,2.077448e+04,8.356845e+03,3.345700e+04,3.477208e+04,6.530000e+01,8.424172e-01
X2000.03.01,2000,3,4.894959e+04,4.686400e+04,4.374711e+04,4.195600e+04,3.758463e+04,3.586900e+04,6.162479e+03,6.087000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.202480e+03,4.908000e+03,6.390000e+02,2.670000e+02,6.524000e+03,3.996800e+04,1.850200e+04,8.508000e+03,9.204000e+03,3.999190e+04,1.852248e+04,8.509176e+03,3.506000e+04,3.508327e+04,6.390000e+01,9.972358e-01
avr.00,2000,4,44787.188400,42798.000000,40143.328400,38417.000000,33865.436000,32216.000000, 6277.892400, 6201.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4643.860000, 4381.000000,  584.000000,  232.000000, 5795.000000,36651.000000,16152.000000, 7800.000000, 9327.000000,36626.067398,16130.651448, 7798.709823,32270.000000,32244.395164,   63.300000,    1.003309
X2000.05.01,2000,5,4.170314e+04,3.984800e+04,4.000078e+04,3.824200e+04,3.233185e+04,3.066700e+04,7.668930e+03,7.575000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.702360e+03,1.606000e+03,5.500000e+02,2.040000e+02,6.447000e+03,3.305500e+04,1.264500e+04,8.020000e+03,9.521000e+03,3.552545e+04,1.475505e+04,8.165972e+03,3.144900e+04,3.440069e+04,5.420000e+01,6.424862e-01
X2000.06.01,2000,6,39869.464,38053.000,37377.404,35702.000,31047.879,29450.000, 6329.525, 6252.000,    0.000,    0.000,    0.000,    0.000, 2492.060, 2351.000,  336.000,  180.000, 6208.000,31689.000,11773.000, 7882.000, 9262.000,31689.000,11773.000, 7882.000,29338.000,29338.000,   53.400,    1.000
juil.00,2000,7,40597.779,38745.000,37883.119,36184.000,32748.226,31112.000, 5134.893, 5072.000,    0.000,    0.000,    0.000,    0.000, 2714.660, 2561.000,  367.000,  205.000, 6212.000,32371.000,12118.000, 7835.000, 9619.000,32371.000,12118.000, 7835.000,29810.000,29810.000,   53.900,    1.000
aoet.00,2000,8,38907.219,37095.000,36689.699,35003.000,31929.394,30301.000, 4760.305, 4702.000,    0.000,    0.000,    0.000,    0.000, 2217.520, 2092.000,  389.000,  273.000, 6376.000,30603.000,11894.000, 7082.000, 8907.000,30603.000,11894.000, 7082.000,28511.000,28511.000,   52.300,    1.000
sept.00,2000,9,40203.731,38405.000,37254.811,35623.000,32613.969,31039.000, 4640.842, 4584.000,    0.000,    0.000,    0.000,    0.000, 2948.920, 2782.000,  450.000,  416.000, 6285.000,32086.000,11966.000, 8087.000, 9058.000,32086.000,11966.000, 8087.000,29304.000,29304.000,   53.100,    1.000
oct.00,2000,10,44825.491200,42831.000000,40734.951200,38972.000000,35072.598000,33379.000000, 5662.353200, 5593.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4090.540000, 3859.000000,  656.000000,  397.000000, 6035.000000,36537.000000,15199.000000, 8561.000000, 9496.000000,36302.658940,14999.884436, 8546.818186,32678.000000,32419.786646,   59.900000,    1.033186
nov.00,2000,11,4.935322e+04,4.728200e+04,4.374476e+04,4.199100e+04,3.630159e+04,3.463900e+04,7.443165e+03,7.352000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.608460e+03,5.291000e+03,7.060000e+02,2.880000e+02,6.432000e+03,4.043200e+04,1.887000e+04,8.518000e+03,9.009000e+03,4.122059e+04,1.954306e+04,8.554829e+03,3.514100e+04,3.588247e+04,6.640000e+01,9.139001e-01
dec.00,2000,12,5.090056e+04,4.874500e+04,4.519034e+04,4.335800e+04,3.827869e+04,3.653100e+04,6.911655e+03,6.827000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.710220e+03,5.387000e+03,6.980000e+02,2.380000e+02,6.640000e+03,4.164500e+04,2.080300e+04,8.144000e+03,8.541000e+03,4.395649e+04,2.279386e+04,8.233895e+03,3.625800e+04,3.826319e+04,6.490000e+01,7.816454e-01
janv.01,2001,1,53701.613200,51508.000000,48616.793200,46711.000000,40676.540000,38868.000000, 7940.253200, 7843.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5084.820000, 4797.000000,  655.000000,  345.000000, 6144.000000,45054.000000,23482.000000, 8465.000000, 9310.000000,46095.707067,24396.082659, 8504.832831,40257.000000,41182.833407,   70.600000,    0.906329
fevr.01,2001,2,4.627938e+04,4.437900e+04,4.157298e+04,3.993900e+04,3.485875e+04,3.330700e+04,6.714237e+03,6.632000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.706400e+03,4.440000e+03,4.320000e+02,4.060000e+02,5.140000e+03,3.921300e+04,1.988300e+04,7.975000e+03,7.940000e+03,4.008529e+04,2.064247e+04,8.011846e+03,3.477300e+04,3.555794e+04,6.903000e+01,9.080206e-01
X01.03.01,2001,3,4.841015e+04,4.636000e+04,4.398359e+04,4.218400e+04,3.543286e+04,3.373800e+04,8.550730e+03,8.446000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.426560e+03,4.176000e+03,5.730000e+02,3.130000e+02,6.563000e+03,3.953700e+04,1.928300e+04,8.400000e+03,8.818000e+03,4.115931e+04,2.070786e+04,8.472875e+03,3.536100e+04,3.688373e+04,6.550000e+01,8.279807e-01
avr.01,2001,4,45022.74380,43165.00000,41825.78380,40149.00000,33132.30500,31562.00000, 8693.47880, 8587.00000,    0.00000,    0.00000,    0.00000,    0.00000, 3196.96000, 3016.00000,  482.00000,  238.00000, 5819.00000,37102.00000,16839.00000, 8021.00000, 8929.00000,35763.24752,15692.38741, 7948.40318,34086.00000,32654.40330,   62.98000,    1.18267
X01.05.01,2001,5,4.218074e+04,4.037200e+04,3.934100e+04,3.769300e+04,3.040656e+04,2.886800e+04,8.934430e+03,8.825000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.839740e+03,2.679000e+03,4.900000e+02,2.290000e+02,5.561000e+03,3.455000e+04,1.365400e+04,7.984000e+03,9.602000e+03,3.577435e+04,1.469004e+04,8.055012e+03,3.187100e+04,3.327924e+04,5.800000e+01,8.236837e-01
X01.06.01,2001,6,39990.946,38240.000,37426.806,35821.000,30052.484,28537.000, 7374.322, 7284.000,    0.000,    0.000,    0.000,    0.000, 2564.140, 2419.000,  277.000,  189.000, 5662.000,32490.000,12158.000, 8029.000, 9550.000,32490.000,12158.000, 8029.000,30071.000,30071.000,   54.900,    1.000
juil.01,2001,7,41878.39,40024.00,39514.59,37794.00,32836.80,31198.00, 6677.79, 6596.00,    0.00,    0.00,    0.00,    0.00, 2363.80, 2230.00,  253.00,  196.00, 6621.00,33346.00,12357.00, 8282.00, 9878.00,33346.00,12357.00, 8282.00,31116.00,31116.00,   55.40,    1.00
aoet.01,2001,8,39442.744,37628.000,37523.084,35817.000,32405.402,30762.000, 5117.682, 5055.000,    0.000,    0.000,    0.000,    0.000, 1919.660, 1811.000,  368.000,  318.000, 6191.000,31387.000,11929.000, 7523.000, 9231.000,31387.000,11929.000, 7523.000,29576.000,29576.000,   54.400,    1.000
sept.01,2001,9,41793.284,39947.000,39434.784,37722.000,34560.078,32907.000, 4874.706, 4815.000,    0.000,    0.000,    0.000,    0.000, 2358.500, 2225.000,  455.000,  219.000, 5922.000,33789.000,13018.000, 7979.000, 9654.000,33789.000,13018.000, 7979.000,31564.000,31564.000,   57.600,    1.000
oct.01,2001,10,4.594256e+04,4.398800e+04,4.268518e+04,4.091500e+04,3.749663e+04,3.579000e+04,5.188550e+03,5.125000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.257380e+03,3.073000e+03,6.980000e+02,1.500000e+02,7.443000e+03,3.599700e+04,1.415200e+04,8.569000e+03,9.876000e+03,4.108157e+04,1.849709e+04,8.828226e+03,3.292400e+04,3.832579e+04,5.800000e+01,4.127332e-01
nov.01,2001,11,51090.220600,48889.000000,43774.100600,41987.000000,38890.283000,37163.000000, 4883.817600, 4824.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7316.120000, 6902.000000,  560.000000,  270.000000, 6472.000000,42127.000000,20568.000000, 8325.000000, 9187.000000,40501.777010,19173.887957, 8250.018790,35225.000000,33752.534482,   72.400000,    1.181772
dec.01,2001,12,53801.164600,51500.000000,45454.724600,43626.000000,40322.869000,38557.000000, 5131.855600, 5069.000000,    0.000000,    0.000000,    0.000000,    0.000000, 8346.440000, 7874.000000,  583.000000,  832.000000, 5361.000000,46388.000000,25791.000000, 8252.000000, 8359.000000,44236.048246,23904.565781, 8171.394073,38514.000000,36772.837904,   77.080000,    1.197288
janv.02,2002,1,5.535929e+04,5.274100e+04,4.667365e+04,4.454700e+04,4.213000e+04,4.005900e+04,4.543651e+03,4.488000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.685640e+03,8.194000e+03,7.030000e+02,5.900000e+02,5.834000e+03,4.679400e+04,1.966600e+04,1.415700e+04,8.314000e+03,4.736706e+04,2.014023e+04,1.419879e+04,3.860000e+04,3.915315e+04,7.628000e+01,9.411336e-01
fevr.02,2002,2,47465.374400,45240.000000,40458.774400,38630.000000,36150.000000,34374.000000, 4308.774400, 4256.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7006.600000, 6610.000000,  638.000000,  363.000000, 5891.000000,39074.000000,16395.000000,11380.000000, 7564.000000,41363.095703,18314.236702,11531.049244,32464.000000,34642.192927,   68.400000,    0.738013
X01.03.02,2002,3,4.970993e+04,4.743800e+04,4.330223e+04,4.139300e+04,3.740500e+04,3.556800e+04,5.897230e+03,5.825000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.407700e+03,6.045000e+03,5.970000e+02,1.680000e+02,7.129000e+03,3.988000e+04,1.410400e+04,1.353400e+04,8.484000e+03,4.079736e+04,1.484946e+04,1.361946e+04,3.383500e+04,3.488578e+04,6.442000e+01,8.744978e-01
avr.02,2002,4,4.614527e+04,4.401900e+04,4.203671e+04,4.014300e+04,3.740700e+04,3.557000e+04,4.629705e+03,4.573000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.108560e+03,3.876000e+03,6.430000e+02,1.630000e+02,7.190000e+03,3.634900e+04,1.308300e+04,1.108200e+04,8.714000e+03,3.677118e+04,1.342906e+04,1.111781e+04,3.247300e+04,3.298298e+04,6.160000e+01,9.355755e-01
X01.05.02,2002,5,44594.306000,42615.000000,41703.686000,39888.000000,35361.000000,33623.000000, 6342.686000, 6265.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2890.620000, 2727.000000,  679.000000,   97.000000, 7338.000000,34695.000000,10604.000000,11509.000000, 9487.000000,33686.810972, 9802.228540,11392.518880,31968.000000,30472.504307,   57.800000,    1.204487
X01.06.02,2002,6,41679.994,39851.000,39222.914,37533.000,32780.000,31169.000, 6442.914, 6364.000,    0.000,    0.000,    0.000,    0.000, 2457.080, 2318.000,  589.000,  120.000, 6297.000,33085.000, 9198.000,11570.000, 9447.000,33085.000, 9198.000,11570.000,30767.000,30767.000,   55.364,    1.000
juil.02,2002,7,42382.175,40465.000,39741.715,37974.000,34703.000,32997.000, 5038.715, 4977.000,    0.000,    0.000,    0.000,    0.000, 2640.460, 2491.000,  600.000,  573.000, 6168.000,34270.000, 9138.000,12413.000, 9786.000,34270.000, 9138.000,12413.000,31779.000,31779.000,   55.790,    1.000
aoet.02,2002,8,38873.496,37037.000,36981.396,35252.000,32132.000,30462.000, 4849.396, 4790.000,    0.000,    0.000,    0.000,    0.000, 1892.100, 1785.000,  538.000,  231.000, 5888.000,30842.000, 9250.000,10308.000, 8644.000,30842.000, 9250.000,10308.000,29057.000,29057.000,   52.980,    1.000
sept.02,2002,9,41647.81,39823.00,38483.71,36838.00,33772.00,32184.00, 4711.71, 4654.00,    0.00,    0.00,    0.00,    0.00, 3164.10, 2985.00,  548.00,  279.00, 6551.00,33003.00, 9454.00,11718.00, 9306.00,33003.00, 9454.00,11718.00,30018.00,30018.00,   56.73,    1.00
oct.02,2002,10,4.650851e+04,4.452100e+04,4.240313e+04,4.064800e+04,3.684100e+04,3.515400e+04,5.562126e+03,5.494000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.105380e+03,3.873000e+03,7.060000e+02,1.570000e+02,6.316000e+03,3.765600e+04,1.207600e+04,1.278900e+04,9.720000e+03,3.768889e+04,1.210268e+04,1.279253e+04,3.378300e+04,3.382775e+04,6.184200e+01,9.944886e-01
nov.02,2002,11,50386.618400,48150.000000,44747.418400,42830.000000,38100.000000,36264.000000, 6647.418400, 6566.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5639.200000, 5320.000000,  648.000000,   58.000000, 7545.000000,40015.000000,14839.000000,12496.000000, 9007.000000,41537.699638,16098.515456,12619.414702,34695.000000,36403.900767,   67.910000,    0.804405
dec.02,2002,12,5.455588e+04,5.229800e+04,4.841106e+04,4.650100e+04,4.089500e+04,3.907700e+04,7.516058e+03,7.424000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.144820e+03,5.797000e+03,6.500000e+02,2.100000e+02,7.765000e+03,4.409300e+04,1.839500e+04,1.316100e+04,9.077000e+03,4.558766e+04,1.966524e+04,1.326813e+04,3.829600e+04,3.984004e+04,7.662000e+01,8.385168e-01
janv.03,2003,1,57838.511600,55483.000000,50344.311600,48413.000000,42236.000000,40404.000000, 8108.311600, 8009.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7494.200000, 7070.000000,  530.000000,  341.000000, 6630.000000,48664.000000,22019.000000,13572.000000, 8899.000000,47503.069063,21036.424854,13493.219373,41594.000000,40460.106887,   80.190000,    1.116771
fevr.03,2003,2,52330.950000,50202.000000,45267.110000,43538.000000,38155.000000,36513.000000, 7112.110000, 7025.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7063.840000, 6664.000000,  420.000000,  531.000000, 6222.000000,44091.000000,19077.000000,12901.000000, 8240.000000,43235.734574,18359.571487,12838.290505,37427.000000,36569.592142,   76.675000,    1.097691
